"","id","name","timestamps","date","time","fix","lat","long","zone","northing","easting","hdop","satellites"
"1","F736449","Randy","2023-04-18 08:30:11","2023-04-18","08:30","Resolved QFP",58.734164,-93.604581,"15V",6510609,464998,1.1,7
"2","F736449","Randy","2023-04-18 09:45:06","2023-04-18","09:45","Resolved QFP",58.734147,-93.604559,"15V",6510608,465000,1.4,8
"3","F736449","Randy","2023-04-18 11:00:08","2023-04-18","11:00","Resolved QFP",58.734142,-93.60457,"15V",6510607,464999,1.2,8
"4","F736449","Randy","2023-04-19 18:00:08","2023-04-19","18:00","Resolved QFP",58.699536,-93.264967,"15V",6506626,484645,1.7,8
"5","F736449","Randy","2023-04-19 18:15:07","2023-04-19","18:15","Resolved QFP",58.701184,-93.243619,"15V",6506805,485882,1.1,8
"6","F736449","Randy","2023-04-19 18:30:08","2023-04-19","18:30","Resolved QFP",58.704232,-93.221141,"15V",6507140,487186,1.3,9
"7","F736449","Randy","2023-04-19 18:45:08","2023-04-19","18:45","Resolved QFP",58.706167,-93.193397,"15V",6507350,488794,1.5,7
"8","F736449","Randy","2023-04-19 19:00:08","2023-04-19","19:00","Resolved QFP",58.709752,-93.173777,"15V",6507747,489932,1.1,9
"9","F736449","Randy","2023-04-19 19:15:07","2023-04-19","19:15","Resolved QFP",58.710071,-93.17411,"15V",6507782,489913,1.5,7
"10","F736449","Randy","2023-04-19 19:30:08","2023-04-19","19:30","Resolved QFP",58.709774,-93.171535,"15V",6507749,490062,0.8,11
"11","F736449","Randy","2023-04-19 19:45:06","2023-04-19","19:45","Resolved QFP",58.709922,-93.171203,"15V",6507765,490081,1.8,7
"12","F736449","Randy","2023-04-19 20:00:09","2023-04-19","20:00","Resolved QFP",58.710089,-93.168604,"15V",6507783,490232,1.3,8
"13","F736449","Randy","2023-04-19 20:15:07","2023-04-19","20:15","Resolved QFP",58.710072,-93.168725,"15V",6507781,490225,1.1,9
"14","F736449","Randy","2023-04-19 20:30:07","2023-04-19","20:30","Resolved QFP",58.710094,-93.168537,"15V",6507784,490236,1.6,7
"15","F736449","Randy","2023-04-19 20:45:08","2023-04-19","20:45","Resolved QFP",58.710067,-93.168656,"15V",6507781,490229,1.2,10
"16","F736449","Randy","2023-04-19 21:00:08","2023-04-19","21:00","Resolved QFP",58.710036,-93.168681,"15V",6507777,490228,0.9,11
"17","F736449","Randy","2023-04-19 21:15:07","2023-04-19","21:15","Resolved QFP",58.710088,-93.168649,"15V",6507783,490229,0.9,10
"18","F736449","Randy","2023-04-19 21:30:07","2023-04-19","21:30","Resolved QFP",58.710065,-93.168681,"15V",6507781,490228,0.8,11
"19","F736449","Randy","2023-04-19 21:45:08","2023-04-19","21:45","Resolved QFP",58.710087,-93.168662,"15V",6507783,490229,0.9,10
"20","F736449","Randy","2023-04-19 22:00:07","2023-04-19","22:00","Resolved QFP",58.710106,-93.168643,"15V",6507785,490230,0.8,11
"21","F736449","Randy","2023-04-19 22:15:07","2023-04-19","22:15","Resolved QFP",58.710133,-93.168685,"15V",6507788,490227,0.9,10
"22","F736449","Randy","2023-04-19 22:30:07","2023-04-19","22:30","Resolved QFP",58.710081,-93.168628,"15V",6507782,490231,1,10
"23","F736449","Randy","2023-04-19 22:45:07","2023-04-19","22:45","Resolved QFP",58.710079,-93.168649,"15V",6507782,490229,1,10
"24","F736449","Randy","2023-04-19 23:00:07","2023-04-19","23:00","Resolved QFP",58.710089,-93.168632,"15V",6507783,490230,1,10
"25","F736449","Randy","2023-04-19 23:15:07","2023-04-19","23:15","Resolved QFP",58.71013,-93.168684,"15V",6507788,490227,0.8,12
"26","F736449","Randy","2023-04-19 23:30:07","2023-04-19","23:30","Resolved QFP",58.710165,-93.168682,"15V",6507792,490228,0.9,10
"27","F736449","Randy","2023-04-19 23:45:07","2023-04-19","23:45","Resolved QFP",58.710091,-93.168711,"15V",6507784,490226,0.8,11
"28","F736449","Randy","2023-04-20 12:00:07","2023-04-20","12:00","Resolved QFP",58.710222,-93.174188,"15V",6507799,489909,0.9,11
"29","F736449","Randy","2023-04-20 12:15:06","2023-04-20","12:15","Resolved QFP",58.710162,-93.174232,"15V",6507792,489906,0.9,10
"30","F736449","Randy","2023-04-20 12:30:07","2023-04-20","12:30","Resolved QFP",58.710225,-93.174142,"15V",6507799,489911,0.8,12
"31","F736449","Randy","2023-04-20 12:45:06","2023-04-20","12:45","Resolved QFP",58.710257,-93.174112,"15V",6507803,489913,0.8,12
"32","F736449","Randy","2023-04-20 13:00:07","2023-04-20","13:00","Resolved QFP",58.709513,-93.173019,"15V",6507720,489976,0.8,12
"33","F736449","Randy","2023-04-20 13:15:07","2023-04-20","13:15","Resolved QFP",58.709513,-93.173009,"15V",6507720,489977,0.9,10
"34","F736449","Randy","2023-04-20 13:30:07","2023-04-20","13:30","Resolved QFP",58.709517,-93.173021,"15V",6507720,489976,0.9,11
"35","F736449","Randy","2023-04-20 13:45:07","2023-04-20","13:45","Resolved QFP",58.709552,-93.17306,"15V",6507724,489974,0.9,11
"36","F736449","Randy","2023-04-20 14:00:07","2023-04-20","14:00","Resolved QFP",58.7095,-93.173054,"15V",6507718,489974,0.8,11
"37","F736449","Randy","2023-04-20 14:15:07","2023-04-20","14:15","Resolved QFP",58.709443,-93.172943,"15V",6507712,489980,0.8,11
"38","F736449","Randy","2023-04-20 14:30:07","2023-04-20","14:30","Resolved QFP",58.70946,-93.172927,"15V",6507714,489981,0.7,12
"39","F736449","Randy","2023-04-20 14:45:07","2023-04-20","14:45","Resolved QFP",58.709458,-93.173078,"15V",6507714,489973,1.2,10
"40","F736449","Randy","2023-04-20 15:00:07","2023-04-20","15:00","Resolved QFP",58.709458,-93.17309,"15V",6507714,489972,0.9,12
"41","F736449","Randy","2023-04-20 15:15:07","2023-04-20","15:15","Resolved QFP",58.709463,-93.173083,"15V",6507714,489972,0.9,11
"42","F736449","Randy","2023-04-20 15:30:07","2023-04-20","15:30","Resolved QFP",58.709588,-93.172378,"15V",6507728,490013,0.8,12
"43","F736449","Randy","2023-04-20 15:45:07","2023-04-20","15:45","Resolved QFP",58.709628,-93.172323,"15V",6507732,490016,1.1,8
"44","F736449","Randy","2023-04-20 16:00:08","2023-04-20","16:00","Resolved QFP",58.7096,-93.17234,"15V",6507729,490015,0.8,11
"45","F736449","Randy","2023-04-20 16:15:07","2023-04-20","16:15","Resolved QFP",58.709628,-93.17238,"15V",6507733,490013,1.5,8
"46","F736449","Randy","2023-04-20 16:30:06","2023-04-20","16:30","Resolved QFP",58.710142,-93.17425,"15V",6507790,489905,0.8,12
"47","F736449","Randy","2023-04-20 16:45:07","2023-04-20","16:45","Resolved QFP",58.710155,-93.17426,"15V",6507791,489904,0.8,12
"48","F736449","Randy","2023-04-20 17:00:08","2023-04-20","17:00","Resolved QFP",58.710132,-93.174184,"15V",6507789,489909,1.1,10
"49","F736449","Randy","2023-04-20 17:15:07","2023-04-20","17:15","Resolved QFP",58.710114,-93.173999,"15V",6507787,489919,1.9,8
"50","F736449","Randy","2023-04-20 17:30:08","2023-04-20","17:30","Resolved QFP",58.71013,-93.174133,"15V",6507789,489912,0.9,10
"51","F736449","Randy","2023-04-20 17:45:07","2023-04-20","17:45","Resolved QFP",58.710137,-93.174273,"15V",6507789,489904,1.3,9
"52","F736449","Randy","2023-04-21 00:00:07","2023-04-21","00:00","Resolved QFP",58.697758,-93.163626,"15V",6506410,490517,1,12
"53","F736449","Randy","2023-04-21 00:15:08","2023-04-21","00:15","Resolved QFP",58.697771,-93.16369,"15V",6506411,490513,0.9,12
"54","F736449","Randy","2023-04-21 00:30:09","2023-04-21","00:30","Resolved QFP",58.697801,-93.163656,"15V",6506414,490515,0.8,12
"55","F736449","Randy","2023-04-21 00:45:07","2023-04-21","00:45","Resolved QFP",58.697794,-93.163666,"15V",6506414,490515,1,11
"56","F736449","Randy","2023-04-21 01:00:09","2023-04-21","01:00","Resolved QFP",58.697827,-93.163645,"15V",6506417,490516,0.9,12
"57","F736449","Randy","2023-04-21 01:15:07","2023-04-21","01:15","Resolved QFP",58.697761,-93.163648,"15V",6506410,490516,1,12
"58","F736449","Randy","2023-04-21 01:30:07","2023-04-21","01:30","Resolved QFP",58.697769,-93.163646,"15V",6506411,490516,0.9,12
"59","F736449","Randy","2023-04-21 01:45:06","2023-04-21","01:45","Resolved QFP",58.6978,-93.163661,"15V",6506414,490515,1.1,11
"60","F736449","Randy","2023-04-21 02:00:06","2023-04-21","02:00","Resolved QFP",58.697788,-93.163686,"15V",6506413,490514,1,12
"61","F736449","Randy","2023-04-21 02:15:08","2023-04-21","02:15","Resolved QFP",58.697744,-93.163683,"15V",6506408,490514,1.2,11
"62","F736449","Randy","2023-04-21 02:30:06","2023-04-21","02:30","Resolved QFP",58.69779,-93.163628,"15V",6506413,490517,1,12
"63","F736449","Randy","2023-04-21 02:45:07","2023-04-21","02:45","Resolved QFP",58.697779,-93.163635,"15V",6506412,490517,1.2,11
"64","F736449","Randy","2023-04-21 03:00:06","2023-04-21","03:00","Resolved QFP",58.6978,-93.163653,"15V",6506414,490516,1,11
"65","F736449","Randy","2023-04-21 03:15:08","2023-04-21","03:15","Resolved QFP",58.697796,-93.163604,"15V",6506414,490518,0.9,11
"66","F736449","Randy","2023-04-21 03:30:06","2023-04-21","03:30","Resolved QFP",58.697691,-93.163446,"15V",6506402,490527,1,10
"67","F736449","Randy","2023-04-21 03:45:07","2023-04-21","03:45","Resolved QFP",58.697744,-93.163609,"15V",6506408,490518,0.8,11
"68","F736449","Randy","2023-04-21 04:00:08","2023-04-21","04:00","Resolved QFP",58.698747,-93.168643,"15V",6506520,490227,0.7,12
"69","F736449","Randy","2023-04-21 04:15:06","2023-04-21","04:15","Resolved QFP",58.698741,-93.1686,"15V",6506520,490229,0.8,11
"70","F736449","Randy","2023-04-21 04:30:07","2023-04-21","04:30","Resolved QFP",58.698754,-93.168614,"15V",6506521,490228,0.9,10
"71","F736449","Randy","2023-04-21 04:45:06","2023-04-21","04:45","Resolved QFP",58.699429,-93.172805,"15V",6506597,489986,0.9,10
"72","F736449","Randy","2023-04-21 05:00:07","2023-04-21","05:00","Resolved QFP",58.700794,-93.184459,"15V",6506751,489311,0.9,11
"73","F736449","Randy","2023-04-21 05:15:06","2023-04-21","05:15","Resolved QFP",58.700665,-93.198098,"15V",6506739,488520,1.1,8
"74","F736449","Randy","2023-04-21 05:30:06","2023-04-21","05:30","Resolved QFP",58.702013,-93.205278,"15V",6506890,488105,1.1,7
"75","F736449","Randy","2023-04-21 05:45:06","2023-04-21","05:45","Resolved QFP",58.701989,-93.205259,"15V",6506887,488106,1,9
"76","F736449","Randy","2023-04-22 06:00:07","2023-04-22","06:00","Resolved QFP",58.704608,-93.189554,"15V",6507176,489017,0.8,11
"77","F736449","Randy","2023-04-22 07:15:07","2023-04-22","07:15","Resolved QFP",58.704571,-93.189543,"15V",6507172,489017,0.8,11
"78","F736449","Randy","2023-04-22 08:30:08","2023-04-22","08:30","Resolved QFP",58.704597,-93.189606,"15V",6507175,489014,0.9,11
"79","F736449","Randy","2023-04-22 09:45:08","2023-04-22","09:45","Resolved QFP",58.704585,-93.18949,"15V",6507174,489020,1.3,7
"80","F736449","Randy","2023-04-22 11:00:08","2023-04-22","11:00","Resolved QFP",58.704602,-93.189539,"15V",6507176,489017,0.9,9
"81","F736449","Randy","2023-04-23 18:00:07","2023-04-23","18:00","Resolved QFP",58.694291,-93.160772,"15V",6506023,490682,1.1,10
"82","F736449","Randy","2023-04-23 18:15:08","2023-04-23","18:15","Resolved QFP",58.692544,-93.158344,"15V",6505828,490822,1.1,9
"83","F736449","Randy","2023-04-23 18:30:07","2023-04-23","18:30","Resolved QFP",58.692337,-93.157994,"15V",6505805,490842,1,9
"84","F736449","Randy","2023-04-23 18:45:07","2023-04-23","18:45","Resolved QFP",58.692789,-93.158986,"15V",6505856,490785,1,10
"85","F736449","Randy","2023-04-23 19:00:07","2023-04-23","19:00","Resolved QFP",58.692991,-93.159392,"15V",6505878,490761,0.9,10
"86","F736449","Randy","2023-04-23 19:15:07","2023-04-23","19:15","Resolved QFP",58.693039,-93.159407,"15V",6505884,490760,1.2,8
"87","F736449","Randy","2023-04-23 19:30:08","2023-04-23","19:30","Resolved QFP",58.693008,-93.159366,"15V",6505880,490763,1.3,8
"88","F736449","Randy","2023-04-23 19:45:09","2023-04-23","19:45","Resolved QFP",58.692983,-93.159333,"15V",6505877,490765,1.4,8
"89","F736449","Randy","2023-04-23 20:00:08","2023-04-23","20:00","Resolved QFP",58.692951,-93.159323,"15V",6505874,490765,1.3,8
"90","F736449","Randy","2023-04-23 20:15:08","2023-04-23","20:15","Resolved QFP",58.692902,-93.159545,"15V",6505868,490752,2.8,7
"91","F736449","Randy","2023-04-23 20:30:08","2023-04-23","20:30","Resolved QFP",58.692912,-93.159475,"15V",6505869,490756,2.2,8
"92","F736449","Randy","2023-04-23 20:45:07","2023-04-23","20:45","Resolved QFP",58.692961,-93.159406,"15V",6505875,490760,1.1,9
"93","F736449","Randy","2023-04-23 21:00:08","2023-04-23","21:00","Resolved QFP",58.692981,-93.159376,"15V",6505877,490762,1,11
"94","F736449","Randy","2023-04-23 21:15:08","2023-04-23","21:15","Resolved QFP",58.692971,-93.159383,"15V",6505876,490762,0.8,12
"95","F736449","Randy","2023-04-23 21:30:08","2023-04-23","21:30","Resolved QFP",58.692944,-93.159425,"15V",6505873,490759,0.7,12
"96","F736449","Randy","2023-04-23 21:45:07","2023-04-23","21:45","Resolved QFP",58.692964,-93.159401,"15V",6505875,490761,0.8,10
"97","F736449","Randy","2023-04-23 22:00:08","2023-04-23","22:00","Resolved QFP",58.693053,-93.159374,"15V",6505885,490762,1,10
"98","F736449","Randy","2023-04-23 22:15:08","2023-04-23","22:15","Resolved QFP",58.692965,-93.159386,"15V",6505875,490762,1,10
"99","F736449","Randy","2023-04-23 22:30:08","2023-04-23","22:30","Resolved QFP",58.692949,-93.159364,"15V",6505874,490763,1,9
"100","F736449","Randy","2023-04-23 22:45:07","2023-04-23","22:45","Resolved QFP",58.69301,-93.159401,"15V",6505880,490761,0.9,11
"101","F736449","Randy","2023-04-23 23:00:07","2023-04-23","23:00","Resolved QFP",58.693026,-93.159467,"15V",6505882,490757,1,11
"102","F736449","Randy","2023-04-23 23:15:07","2023-04-23","23:15","Resolved QFP",58.692996,-93.159503,"15V",6505879,490755,1.2,10
"103","F736449","Randy","2023-04-23 23:30:07","2023-04-23","23:30","Resolved QFP",58.692946,-93.159402,"15V",6505873,490761,0.9,11
"104","F736449","Randy","2023-04-23 23:45:07","2023-04-23","23:45","Resolved QFP",58.693689,-93.159784,"15V",6505956,490739,1,11
"105","F736449","Randy","2023-04-24 12:00:07","2023-04-24","12:00","Resolved QFP",58.697832,-93.163618,"15V",6506418,490518,0.8,12
"106","F736449","Randy","2023-04-24 12:15:07","2023-04-24","12:15","Resolved QFP",58.697855,-93.163576,"15V",6506420,490520,1,11
"107","F736449","Randy","2023-04-24 12:30:07","2023-04-24","12:30","Resolved QFP",58.697816,-93.163586,"15V",6506416,490519,1,11
"108","F736449","Randy","2023-04-24 12:45:07","2023-04-24","12:45","Resolved QFP",58.697817,-93.163646,"15V",6506416,490516,0.8,12
"109","F736449","Randy","2023-04-24 13:00:08","2023-04-24","13:00","Resolved QFP",58.697883,-93.16366,"15V",6506423,490515,1.2,10
"110","F736449","Randy","2023-04-24 13:15:08","2023-04-24","13:15","Resolved QFP",58.697805,-93.163627,"15V",6506415,490517,0.8,11
"111","F736449","Randy","2023-04-24 13:30:07","2023-04-24","13:30","Resolved QFP",58.697808,-93.163562,"15V",6506415,490521,1.1,11
"112","F736449","Randy","2023-04-24 13:45:07","2023-04-24","13:45","Resolved QFP",58.697312,-93.160884,"15V",6506360,490676,1.1,10
"113","F736449","Randy","2023-04-24 14:00:07","2023-04-24","14:00","Resolved QFP",58.698702,-93.159191,"15V",6506514,490774,0.9,10
"114","F736449","Randy","2023-04-24 14:15:08","2023-04-24","14:15","Resolved QFP",58.698757,-93.159089,"15V",6506520,490780,1.5,9
"115","F736449","Randy","2023-04-24 14:30:08","2023-04-24","14:30","Resolved QFP",58.69872,-93.159229,"15V",6506516,490772,1.6,7
"116","F736449","Randy","2023-04-24 14:45:08","2023-04-24","14:45","Resolved QFP",58.698716,-93.159222,"15V",6506516,490773,0.9,9
"117","F736449","Randy","2023-04-24 15:00:07","2023-04-24","15:00","Resolved QFP",58.698752,-93.159219,"15V",6506520,490773,0.9,11
"118","F736449","Randy","2023-04-24 15:15:07","2023-04-24","15:15","Resolved QFP",58.698696,-93.159233,"15V",6506513,490772,0.8,10
"119","F736449","Randy","2023-04-24 15:30:07","2023-04-24","15:30","Resolved QFP",58.698719,-93.159206,"15V",6506516,490773,0.8,11
"120","F736449","Randy","2023-04-24 15:45:08","2023-04-24","15:45","Resolved QFP",58.698726,-93.159228,"15V",6506517,490772,0.8,12
"121","F736449","Randy","2023-04-24 16:00:07","2023-04-24","16:00","Resolved QFP",58.698724,-93.159243,"15V",6506517,490771,0.7,12
"122","F736449","Randy","2023-04-24 16:15:07","2023-04-24","16:15","Resolved QFP",58.69872,-93.159246,"15V",6506516,490771,0.9,11
"123","F736449","Randy","2023-04-24 16:30:07","2023-04-24","16:30","Resolved QFP",58.698722,-93.159263,"15V",6506516,490770,1,11
"124","F736449","Randy","2023-04-24 16:45:07","2023-04-24","16:45","Resolved QFP",58.698724,-93.159248,"15V",6506517,490771,1.1,10
"125","F736449","Randy","2023-04-24 17:00:08","2023-04-24","17:00","Resolved QFP",58.698792,-93.159389,"15V",6506524,490763,0.9,10
"126","F736449","Randy","2023-04-24 17:15:07","2023-04-24","17:15","Resolved QFP",58.698724,-93.159185,"15V",6506517,490775,0.8,10
"127","F736449","Randy","2023-04-24 17:30:08","2023-04-24","17:30","Resolved QFP",58.698783,-93.159181,"15V",6506523,490775,1.1,8
"128","F736449","Randy","2023-04-24 17:45:08","2023-04-24","17:45","Resolved QFP",58.698718,-93.159425,"15V",6506516,490761,1.9,8
"129","F736449","Randy","2023-04-25 00:00:07","2023-04-25","00:00","Resolved QFP",58.694054,-93.160917,"15V",6505997,490673,0.9,11
"130","F736449","Randy","2023-04-25 00:15:08","2023-04-25","00:15","Resolved QFP",58.694057,-93.160939,"15V",6505997,490672,0.9,11
"131","F736449","Randy","2023-04-25 00:30:06","2023-04-25","00:30","Resolved QFP",58.694087,-93.160942,"15V",6506000,490672,0.8,12
"132","F736449","Randy","2023-04-25 00:45:07","2023-04-25","00:45","Resolved QFP",58.694057,-93.160951,"15V",6505997,490671,0.8,12
"133","F736449","Randy","2023-04-25 01:00:07","2023-04-25","01:00","Resolved QFP",58.694066,-93.160942,"15V",6505998,490672,1,12
"134","F736449","Randy","2023-04-25 01:15:08","2023-04-25","01:15","Resolved QFP",58.694052,-93.160946,"15V",6505997,490671,1,12
"135","F736449","Randy","2023-04-25 01:30:07","2023-04-25","01:30","Resolved QFP",58.694044,-93.160986,"15V",6505996,490669,0.8,12
"136","F736449","Randy","2023-04-25 01:45:06","2023-04-25","01:45","Resolved QFP",58.694064,-93.160964,"15V",6505998,490670,1,11
"137","F736449","Randy","2023-04-25 02:00:08","2023-04-25","02:00","Resolved QFP",58.694022,-93.160912,"15V",6505993,490673,1.2,11
"138","F736449","Randy","2023-04-25 02:15:06","2023-04-25","02:15","Resolved QFP",58.694033,-93.161013,"15V",6505994,490668,1.3,11
"139","F736449","Randy","2023-04-25 02:30:08","2023-04-25","02:30","Resolved QFP",58.694071,-93.160946,"15V",6505999,490671,1.2,11
"140","F736449","Randy","2023-04-25 02:45:07","2023-04-25","02:45","Resolved QFP",58.694095,-93.160925,"15V",6506001,490673,1.1,11
"141","F736449","Randy","2023-04-25 03:00:08","2023-04-25","03:00","Resolved QFP",58.694078,-93.160941,"15V",6505999,490672,1.1,10
"142","F736449","Randy","2023-04-25 03:15:07","2023-04-25","03:15","Resolved QFP",58.694064,-93.160922,"15V",6505998,490673,0.8,11
"143","F736449","Randy","2023-04-25 03:30:08","2023-04-25","03:30","Resolved QFP",58.694209,-93.162516,"15V",6506014,490580,1,10
"144","F736449","Randy","2023-04-25 03:45:07","2023-04-25","03:45","Resolved QFP",58.693209,-93.169707,"15V",6505904,490163,0.8,12
"145","F736449","Randy","2023-04-25 04:00:09","2023-04-25","04:00","Resolved QFP",58.692447,-93.176934,"15V",6505820,489744,1.1,9
"146","F736449","Randy","2023-04-25 04:15:08","2023-04-25","04:15","Resolved QFP",58.688935,-93.185103,"15V",6505430,489270,1,10
"147","F736449","Randy","2023-04-25 04:30:08","2023-04-25","04:30","Resolved QFP",58.687146,-93.188603,"15V",6505232,489066,1,9
"148","F736449","Randy","2023-04-25 04:45:08","2023-04-25","04:45","Resolved QFP",58.680714,-93.197827,"15V",6504517,488529,1.4,10
"149","F736449","Randy","2023-04-25 05:00:09","2023-04-25","05:00","Resolved QFP",58.680753,-93.206961,"15V",6504523,488000,1,9
"150","F736449","Randy","2023-04-25 05:15:08","2023-04-25","05:15","Resolved QFP",58.68129,-93.206504,"15V",6504583,488026,0.9,9
"151","F736449","Randy","2023-04-25 05:30:08","2023-04-25","05:30","Resolved QFP",58.681235,-93.206544,"15V",6504577,488024,1.3,8
"152","F736449","Randy","2023-04-25 05:45:09","2023-04-25","05:45","Resolved QFP",58.681247,-93.206572,"15V",6504578,488022,1,9
"153","F736449","Randy","2023-04-26 06:00:07","2023-04-26","06:00","Resolved QFP",58.668985,-93.163088,"15V",6503206,490540,0.8,11
"154","F736449","Randy","2023-04-26 07:15:07","2023-04-26","07:15","Resolved QFP",58.669002,-93.163108,"15V",6503208,490539,0.8,10
"155","F736449","Randy","2023-04-26 08:30:08","2023-04-26","08:30","Resolved QFP",58.668992,-93.163094,"15V",6503207,490540,1.1,10
"156","F736449","Randy","2023-04-26 09:45:07","2023-04-26","09:45","Resolved QFP",58.669002,-93.163065,"15V",6503208,490542,1,10
"157","F736449","Randy","2023-04-26 11:00:08","2023-04-26","11:00","Resolved QFP",58.669004,-93.163037,"15V",6503208,490543,0.8,11
"158","F736449","Randy","2023-04-27 18:00:09","2023-04-27","18:00","Resolved QFP",58.67279,-93.160451,"15V",6503629,490694,1.3,7
"159","F736449","Randy","2023-04-27 18:15:08","2023-04-27","18:15","Resolved QFP",58.672809,-93.160444,"15V",6503631,490695,1.2,7
"160","F736449","Randy","2023-04-27 18:30:08","2023-04-27","18:30","Resolved QFP",58.67286,-93.16045,"15V",6503637,490694,1,10
"161","F736449","Randy","2023-04-27 18:45:08","2023-04-27","18:45","Resolved QFP",58.672839,-93.160445,"15V",6503635,490695,1,10
"162","F736449","Randy","2023-04-27 19:00:08","2023-04-27","19:00","Resolved QFP",58.672834,-93.162075,"15V",6503634,490600,1.3,9
"163","F736449","Randy","2023-04-27 19:15:08","2023-04-27","19:15","Resolved QFP",58.672842,-93.16043,"15V",6503635,490696,1.3,8
"164","F736449","Randy","2023-04-27 19:30:08","2023-04-27","19:30","Resolved QFP",58.672798,-93.160413,"15V",6503630,490697,1.3,8
"165","F736449","Randy","2023-04-27 19:45:09","2023-04-27","19:45","Resolved QFP",58.672815,-93.160429,"15V",6503632,490696,1.3,9
"166","F736449","Randy","2023-04-27 20:00:08","2023-04-27","20:00","Resolved QFP",58.67281,-93.160577,"15V",6503631,490687,1.2,10
"167","F736449","Randy","2023-04-27 20:15:13","2023-04-27","20:15","Resolved QFP",58.672782,-93.160442,"15V",6503628,490695,1.6,8
"168","F736449","Randy","2023-04-27 20:30:10","2023-04-27","20:30","Resolved QFP",58.672839,-93.160502,"15V",6503635,490691,1.9,7
"169","F736449","Randy","2023-04-27 20:45:09","2023-04-27","20:45","Resolved QFP",58.672836,-93.16044,"15V",6503634,490695,0.8,12
"170","F736449","Randy","2023-04-27 21:00:08","2023-04-27","21:00","Resolved QFP",58.67284,-93.160451,"15V",6503635,490694,0.8,12
"171","F736449","Randy","2023-04-27 21:15:08","2023-04-27","21:15","Resolved QFP",58.672857,-93.160472,"15V",6503637,490693,0.7,12
"172","F736449","Randy","2023-04-27 21:30:08","2023-04-27","21:30","Resolved QFP",58.672857,-93.160445,"15V",6503637,490695,0.8,11
"173","F736449","Randy","2023-04-27 21:45:09","2023-04-27","21:45","Resolved QFP",58.672837,-93.160419,"15V",6503634,490696,0.9,11
"174","F736449","Randy","2023-04-27 22:00:08","2023-04-27","22:00","Resolved QFP",58.672829,-93.160438,"15V",6503633,490695,0.9,10
"175","F736449","Randy","2023-04-27 22:15:08","2023-04-27","22:15","Resolved QFP",58.6728,-93.162136,"15V",6503630,490597,0.9,11
"176","F736449","Randy","2023-04-27 22:30:08","2023-04-27","22:30","Resolved QFP",58.672843,-93.160392,"15V",6503635,490698,0.9,11
"177","F736449","Randy","2023-04-27 22:45:08","2023-04-27","22:45","Resolved QFP",58.672867,-93.160481,"15V",6503638,490693,1.3,9
"178","F736449","Randy","2023-04-27 23:00:10","2023-04-27","23:00","Resolved QFP",58.67283,-93.160472,"15V",6503634,490693,1.6,8
"179","F736449","Randy","2023-04-27 23:15:08","2023-04-27","23:15","Resolved QFP",58.672763,-93.160492,"15V",6503626,490692,1.5,9
"180","F736449","Randy","2023-04-27 23:30:10","2023-04-27","23:30","Resolved QFP",58.672815,-93.160499,"15V",6503632,490692,0.9,12
"181","F736449","Randy","2023-04-27 23:45:09","2023-04-27","23:45","Resolved QFP",58.672842,-93.160494,"15V",6503635,490692,0.9,11
"182","F736449","Randy","2023-04-28 12:00:09","2023-04-28","12:00","Resolved QFP",58.672926,-93.160405,"15V",6503644,490697,0.8,12
"183","F736449","Randy","2023-04-28 12:15:09","2023-04-28","12:15","Resolved QFP",58.672936,-93.16045,"15V",6503645,490695,0.8,12
"184","F736449","Randy","2023-04-28 12:30:09","2023-04-28","12:30","Resolved QFP",58.672916,-93.160463,"15V",6503643,490694,0.8,11
"185","F736449","Randy","2023-04-28 12:45:10","2023-04-28","12:45","Resolved QFP",58.673365,-93.160918,"15V",6503693,490667,0.7,12
"186","F736449","Randy","2023-04-28 13:00:09","2023-04-28","13:00","Resolved QFP",58.671722,-93.16474,"15V",6503511,490445,0.8,11
"187","F736449","Randy","2023-04-28 13:15:07","2023-04-28","13:15","Resolved QFP",58.671303,-93.164361,"15V",6503464,490467,0.9,12
"188","F736449","Randy","2023-04-28 13:30:09","2023-04-28","13:30","Resolved QFP",58.672359,-93.167022,"15V",6503582,490313,0.8,9
"189","F736449","Randy","2023-04-28 13:45:07","2023-04-28","13:45","Resolved QFP",58.672583,-93.167095,"15V",6503607,490309,0.7,12
"190","F736449","Randy","2023-04-28 14:00:08","2023-04-28","14:00","Resolved QFP",58.67257,-93.167056,"15V",6503605,490311,1,11
"191","F736449","Randy","2023-04-28 14:15:07","2023-04-28","14:15","Resolved QFP",58.67253,-93.167121,"15V",6503601,490308,1.4,10
"192","F736449","Randy","2023-04-28 14:30:09","2023-04-28","14:30","Resolved QFP",58.672634,-93.167028,"15V",6503613,490313,1.1,10
"193","F736449","Randy","2023-04-28 14:45:07","2023-04-28","14:45","Resolved QFP",58.672575,-93.167116,"15V",6503606,490308,0.8,12
"194","F736449","Randy","2023-04-28 15:00:07","2023-04-28","15:00","Resolved QFP",58.672349,-93.167042,"15V",6503581,490312,0.8,12
"195","F736449","Randy","2023-04-28 15:15:08","2023-04-28","15:15","Resolved QFP",58.671356,-93.161935,"15V",6503470,490608,0.9,10
"196","F736449","Randy","2023-04-28 15:30:08","2023-04-28","15:30","Resolved QFP",58.67018,-93.151391,"15V",6503337,491219,0.8,10
"197","F736449","Randy","2023-04-28 15:45:07","2023-04-28","15:45","Resolved QFP",58.670626,-93.13865,"15V",6503385,491958,1.2,8
